Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763777054,13:00:00,0.00521093,0.00507768,0.00725843,0.00506639,0.00756177,0.00719558,0.00404526,0.00534004
1763777064,13:00:10,0.00502468,0.00422699,0.00594555,0.00432312,0.00688915,0.00694006,0.00384162,0.00460518
1763777074,13:00:20,0.00367230,0.00390843,0.00521313,0.00382481,0.00615067,0.00618383,0.00319459,0.00453503
1763777084,13:00:30,0.00362658,0.00375607,0.00531762,0.00347209,0.00579084,0.00583569,0.00323092,0.00408659
1763777094,13:00:40,0.00328970,0.00361489,0.00487525,0.00351486,0.00507457,0.00541589,0.00281296,0.00401140
1763777104,13:00:50,0.00367180,0.00357214,0.00525064,0.00307386,0.00553494,0.00541268,0.00284186,0.00403770
1763777114,13:01:00,0.00357781,0.00326960,0.00449147,0.00295795,0.00515920,0.00511775,0.00281141,0.00389756
1763777124,13:01:10,0.00364985,0.00344150,0.00464756,0.00302052,0.00460543,0.00511965,0.00251865,0.00377961
1763777134,13:01:20,0.00340842,0.00305496,0.00463613,0.00266080,0.00408765,0.00536758,0.00266190,0.00359528
1763777144,13:01:30,0.00295880,0.00350551,0.00429697,0.00311856,0.00401497,0.00521622,0.00241304,0.00334992
1763777154,13:01:40,0.00330500,0.00306346,0.00415375,0.00289036,0.00419390,0.00483049,0.00239982,0.00358307
1763777164,13:01:50,0.00311773,0.00310025,0.00373574,0.00307742,0.00420242,0.00472442,0.00259693,0.00347533
1763777174,13:02:00,0.00301096,0.00305088,0.00375532,0.00335367,0.00404082,0.00493691,0.00264721,0.00313487
1763777184,13:02:10,0.00297984,0.00320303,0.00402379,0.00307990,0.00418716,0.00461913,0.00236465,0.00353515
1763777194,13:02:20,0.00301000,0.00295721,0.00380539,0.00323639,0.00379727,0.00464164,0.00260018,0.00334862
1763777204,13:02:30,0.00287414,0.00314853,0.00368330,0.00285379,0.00428807,0.00414431,0.00226466,0.00324500
1763777214,13:02:40,0.00275822,0.00272363,0.00367964,0.00317583,0.00417815,0.00424290,0.00226703,0.00332189
1763777224,13:02:50,0.00309676,0.00306441,0.00367740,0.00301506,0.00405908,0.00482433,0.00237560,0.00340149
1763777234,13:03:00,0.00257487,0.00283551,0.00379216,0.00312008,0.00343635,0.00460121,0.00212309,0.00329071
1763777244,13:03:10,0.00282527,0.00300007,0.00374420,0.00288546,0.00425108,0.00418782,0.00207173,0.00321505
1763777254,13:03:20,0.00254896,0.00286337,0.00369251,0.00251475,0.00384290,0.00396626,0.00220479,0.00338999
1763777264,13:03:30,0.00270884,0.00280160,0.00371349,0.00295699,0.00381979,0.00422392,0.00212663,0.00319336
1763777274,13:03:40,0.00246019,0.00287725,0.00319862,0.00263443,0.00353565,0.00422210,0.00219922,0.00308855
1763777284,13:03:50,0.00294449,0.00290660,0.00349699,0.00258956,0.00359636,0.00403148,0.00210353,0.00307608
1763777294,13:04:00,0.00273017,0.00264544,0.00330745,0.00273327,0.00364459,0.00429369,0.00232938,0.00314245
1763777304,13:04:10,0.00264026,0.00281142,0.00344765,0.00255155,0.00353550,0.00447776,0.00194847,0.00305924
1763777314,13:04:20,0.00274431,0.00266912,0.00331149,0.00266403,0.00358631,0.00417991,0.00194424,0.00306344
1763777324,13:04:30,0.00308109,0.00279120,0.00341317,0.00272376,0.00362766,0.00397827,0.00172460,0.00298613
1763777334,13:04:40,0.00280987,0.00268163,0.00345269,0.00249760,0.00355711,0.00417653,0.00215991,0.00295756
1763777344,13:04:50,0.00266911,0.00292849,0.00325095,0.00256639,0.00334369,0.00390982,0.00200839,0.00302598
1763777354,13:05:00,0.00250782,0.00269725,0.00309510,0.00235780,0.00366858,0.00388845,0.00178111,0.00309891
