Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763834796,13:00:00,0.00445469,0.00755101,0.00654351,0.00464376,0.00343440,0.00318055,0.00394517,0.00693158
1763834806,13:00:10,0.00420867,0.00669140,0.00509796,0.00453328,0.00301799,0.00298375,0.00324457,0.00561394
1763834816,13:00:20,0.00370978,0.00658762,0.00466055,0.00422023,0.00270741,0.00301607,0.00296630,0.00551021
1763834826,13:00:30,0.00371501,0.00560370,0.00448728,0.00377138,0.00282530,0.00297782,0.00294450,0.00517229
1763834836,13:00:40,0.00354580,0.00506961,0.00411671,0.00404890,0.00270057,0.00276245,0.00264918,0.00485099
1763834846,13:00:50,0.00335507,0.00478004,0.00395132,0.00387899,0.00251133,0.00257986,0.00272457,0.00455493
1763834856,13:01:00,0.00322283,0.00478555,0.00375378,0.00370965,0.00231061,0.00271817,0.00274122,0.00462090
1763834866,13:01:10,0.00313917,0.00455532,0.00377951,0.00334552,0.00233407,0.00258488,0.00260375,0.00435465
1763834876,13:01:20,0.00308484,0.00444718,0.00358965,0.00339106,0.00230187,0.00250287,0.00235515,0.00443089
1763834886,13:01:30,0.00300351,0.00420364,0.00349358,0.00340047,0.00231248,0.00214954,0.00239282,0.00421696
1763834896,13:01:40,0.00283665,0.00441931,0.00358822,0.00330311,0.00230954,0.00237614,0.00243756,0.00400164
1763834906,13:01:50,0.00296353,0.00407407,0.00342235,0.00320684,0.00212913,0.00239766,0.00257104,0.00410651
1763834916,13:02:00,0.00304928,0.00413437,0.00309788,0.00309321,0.00206510,0.00226025,0.00223242,0.00393189
1763834926,13:02:10,0.00294693,0.00397209,0.00310140,0.00310084,0.00212604,0.00239555,0.00261557,0.00381603
1763834936,13:02:20,0.00277750,0.00402027,0.00299835,0.00304180,0.00203095,0.00234207,0.00224168,0.00369430
1763834946,13:02:30,0.00282685,0.00395476,0.00334473,0.00276717,0.00196315,0.00221614,0.00216560,0.00375277
1763834956,13:02:40,0.00284617,0.00373979,0.00314188,0.00309643,0.00187387,0.00216507,0.00207157,0.00381940
1763834966,13:02:50,0.00273370,0.00426000,0.00321716,0.00297043,0.00205929,0.00195544,0.00210742,0.00382049
