Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763735824,11:30:00,0.00315698,0.00671726,0.00476961,0.00682153,0.00692729,0.00709286,0.00715616,0.00712784
1763735834,11:30:10,0.00275145,0.00509780,0.00437651,0.00471563,0.00700921,0.00595291,0.00655497,0.00576551
1763735844,11:30:20,0.00251895,0.00477626,0.00394134,0.00464834,0.00625232,0.00536664,0.00628041,0.00535300
1763735854,11:30:30,0.00228676,0.00500323,0.00364613,0.00437519,0.00560106,0.00497005,0.00571967,0.00495996
1763735864,11:30:40,0.00247416,0.00457241,0.00367395,0.00414752,0.00547451,0.00487414,0.00522670,0.00539097
1763735874,11:30:50,0.00210160,0.00432054,0.00376549,0.00404011,0.00568976,0.00460258,0.00526252,0.00472659
1763735884,11:31:00,0.00191655,0.00435725,0.00348890,0.00378540,0.00547422,0.00449045,0.00513531,0.00482287
1763735894,11:31:10,0.00184532,0.00409213,0.00339550,0.00357722,0.00507263,0.00449255,0.00511575,0.00485965
1763735904,11:31:20,0.00195284,0.00402270,0.00339509,0.00333781,0.00540992,0.00420717,0.00497201,0.00425730
1763735914,11:31:30,0.00201781,0.00401216,0.00314839,0.00401410,0.00446978,0.00442012,0.00444582,0.00420929
1763735924,11:31:40,0.00180614,0.00394819,0.00321184,0.00320871,0.00507667,0.00409189,0.00440571,0.00415992
1763735934,11:31:50,0.00188258,0.00382943,0.00311039,0.00319594,0.00480132,0.00408260,0.00409891,0.00460666
1763735944,11:32:00,0.00179670,0.00389440,0.00325284,0.00296879,0.00478038,0.00410113,0.00408463,0.00408201
1763735954,11:32:10,0.00190738,0.00353684,0.00317291,0.00341855,0.00500303,0.00405794,0.00408016,0.00416053
1763735964,11:32:20,0.00155899,0.00359513,0.00287415,0.00291857,0.00458289,0.00395186,0.00441765,0.00416206
1763735974,11:32:30,0.00166238,0.00361714,0.00328255,0.00290920,0.00492281,0.00392679,0.00429765,0.00409455
1763735984,11:32:40,0.00176708,0.00355088,0.00301660,0.00326834,0.00443245,0.00363023,0.00453264,0.00412090
1763735994,11:32:50,0.00166170,0.00338614,0.00289647,0.00294611,0.00463934,0.00356383,0.00383132,0.00406195
1763736004,11:33:00,0.00173815,0.00351270,0.00304012,0.00280358,0.00452142,0.00355589,0.00375622,0.00389545
1763736014,11:33:10,0.00156909,0.00339945,0.00297749,0.00308576,0.00450077,0.00367656,0.00416930,0.00347064
1763736024,11:33:20,0.00161701,0.00343793,0.00299691,0.00331770,0.00422606,0.00360057,0.00422844,0.00434202
1763736034,11:33:30,0.00178987,0.00328633,0.00286666,0.00296732,0.00440974,0.00348939,0.00369346,0.00381784
1763736044,11:33:40,0.00185876,0.00300754,0.00296938,0.00267801,0.00434449,0.00369119,0.00406949,0.00382251
1763736054,11:33:50,0.00161173,0.00324823,0.00295429,0.00290695,0.00449956,0.00326975,0.00384755,0.00364003
1763736064,11:34:00,0.00154585,0.00325661,0.00285669,0.00274218,0.00450216,0.00332412,0.00394290,0.00394863
1763736074,11:34:10,0.00173400,0.00350751,0.00285454,0.00255050,0.00474612,0.00363408,0.00427173,0.00390117
1763736084,11:34:20,0.00139310,0.00306965,0.00272015,0.00270296,0.00465019,0.00351272,0.00377956,0.00396825
1763736094,11:34:30,0.00152870,0.00298374,0.00281983,0.00295404,0.00417859,0.00341444,0.00357011,0.00360113
1763736104,11:34:40,0.00156560,0.00317156,0.00284155,0.00313204,0.00444423,0.00343934,0.00329849,0.00373999
1763736114,11:34:50,0.00142216,0.00304647,0.00274063,0.00283679,0.00441577,0.00347093,0.00372016,0.00361954
1763736124,11:35:00,0.00142728,0.00323072,0.00273541,0.00250692,0.00432430,0.00336878,0.00386539,0.00372903
1763736134,11:35:10,0.00146221,0.00303923,0.00287457,0.00245058,0.00444105,0.00346391,0.00333300,0.00377727
1763736144,11:35:20,0.00150867,0.00307853,0.00271780,0.00256600,0.00381337,0.00331386,0.00323214,0.00371314
1763736154,11:35:30,0.00131227,0.00294028,0.00255329,0.00266175,0.00426846,0.00336424,0.00357291,0.00379166
