Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763713670,10:00:00,0.00405367,0.00385849,0.00295327,0.00635797,0.00651416,0.00820417,0.00544255,0.00605959
1763713680,10:00:10,0.00348459,0.00332030,0.00248592,0.00557132,0.00529325,0.00638716,0.00428299,0.00530079
1763713690,10:00:20,0.00300898,0.00256600,0.00228744,0.00475064,0.00513867,0.00624882,0.00425620,0.00476266
1763713700,10:00:30,0.00284641,0.00258727,0.00208776,0.00424775,0.00496013,0.00645071,0.00400074,0.00463279
1763713710,10:00:40,0.00282556,0.00252021,0.00206571,0.00434325,0.00439505,0.00584898,0.00379686,0.00438861
1763713720,10:00:50,0.00261118,0.00256751,0.00196028,0.00387588,0.00440666,0.00540695,0.00357415,0.00428570
1763713730,10:01:00,0.00280693,0.00242629,0.00189435,0.00414784,0.00406938,0.00553236,0.00367210,0.00428571
1763713740,10:01:10,0.00273906,0.00221143,0.00181432,0.00340503,0.00388569,0.00510897,0.00362916,0.00384470
1763713750,10:01:20,0.00242992,0.00206224,0.00181641,0.00323786,0.00371082,0.00509713,0.00336542,0.00358773
1763713760,10:01:30,0.00240367,0.00210981,0.00175270,0.00344972,0.00369458,0.00484068,0.00293730,0.00360677
1763713770,10:01:40,0.00258499,0.00207493,0.00174549,0.00350966,0.00321773,0.00503840,0.00304300,0.00355658
1763713780,10:01:50,0.00231883,0.00201566,0.00167782,0.00364193,0.00332729,0.00505407,0.00302321,0.00371149
1763713790,10:02:00,0.00252378,0.00198668,0.00167048,0.00333522,0.00365974,0.00461609,0.00267998,0.00347286
1763713800,10:02:10,0.00239355,0.00208077,0.00163011,0.00343289,0.00313427,0.00488631,0.00268439,0.00350757
1763713810,10:02:20,0.00211175,0.00173404,0.00161565,0.00326744,0.00362197,0.00455936,0.00262715,0.00341135
1763713820,10:02:30,0.00229862,0.00190043,0.00144968,0.00326118,0.00338208,0.00448358,0.00274870,0.00330301
1763713830,10:02:40,0.00234402,0.00175660,0.00152287,0.00307552,0.00291802,0.00466173,0.00265426,0.00337887
1763713840,10:02:50,0.00218745,0.00178863,0.00150559,0.00299838,0.00310999,0.00445226,0.00284593,0.00332749
1763713850,10:03:00,0.00218543,0.00181395,0.00149222,0.00330798,0.00296785,0.00447127,0.00269758,0.00337294
