Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763703771,10:30:00,0.00387355,0.00438851,0.00522792,0.00394588,0.00591957,0.00740971,0.00597006,0.00621159
1763703781,10:30:10,0.00333425,0.00389236,0.00399740,0.00334094,0.00497382,0.00655243,0.00510694,0.00487199
1763703791,10:30:20,0.00316543,0.00338442,0.00361887,0.00309832,0.00412540,0.00628108,0.00417941,0.00506423
1763703801,10:30:30,0.00269642,0.00279233,0.00349964,0.00322941,0.00430900,0.00586240,0.00423666,0.00468860
1763703811,10:30:40,0.00303216,0.00292794,0.00352778,0.00322712,0.00399440,0.00574555,0.00366802,0.00394777
1763703821,10:30:50,0.00287426,0.00305870,0.00320502,0.00305161,0.00385435,0.00504003,0.00372092,0.00407124
1763703831,10:31:00,0.00262550,0.00253243,0.00300735,0.00280850,0.00357715,0.00464118,0.00328798,0.00424785
1763703841,10:31:10,0.00246787,0.00259315,0.00289441,0.00282832,0.00373326,0.00507396,0.00383920,0.00367402
1763703851,10:31:20,0.00250524,0.00242483,0.00285739,0.00263624,0.00371460,0.00431493,0.00303675,0.00350273
1763703861,10:31:30,0.00262629,0.00256489,0.00277943,0.00282845,0.00343280,0.00503776,0.00315674,0.00351549
1763703871,10:31:40,0.00275238,0.00221308,0.00269505,0.00228565,0.00345877,0.00407562,0.00283385,0.00359626
1763703881,10:31:50,0.00243177,0.00236769,0.00283632,0.00233463,0.00357928,0.00437168,0.00278160,0.00340364
1763703891,10:32:00,0.00240148,0.00240104,0.00261383,0.00266021,0.00365504,0.00433912,0.00295445,0.00344002
1763703901,10:32:10,0.00242426,0.00275207,0.00260113,0.00216414,0.00351494,0.00408464,0.00296124,0.00336014
1763703911,10:32:20,0.00241954,0.00220024,0.00263968,0.00231453,0.00325481,0.00421380,0.00313836,0.00305156
1763703921,10:32:30,0.00245243,0.00224479,0.00251279,0.00214573,0.00305087,0.00422171,0.00291445,0.00314516
1763703931,10:32:40,0.00259637,0.00229974,0.00242565,0.00218156,0.00320901,0.00427408,0.00283192,0.00321373
1763703941,10:32:50,0.00246783,0.00221551,0.00247380,0.00239225,0.00319550,0.00417015,0.00273458,0.00311085
1763703951,10:33:00,0.00215108,0.00210192,0.00247699,0.00233079,0.00336669,0.00370490,0.00282989,0.00345140
1763703961,10:33:10,0.00215902,0.00192753,0.00235395,0.00241029,0.00302188,0.00415784,0.00281400,0.00311811
