Timestamp,DateTime,TEC1_Optimal(V),TEC2_Optimal(V),TEC3_Optimal(V),TEC4_Optimal(V),TEC5_Optimal(V),TEC6_Optimal(V),TEC7_Optimal(V),TEC8_Optimal(V)
1763712601,11:30:00,0.00670944,0.00797976,0.00669190,0.00794510,0.00625013,0.00601899,0.00629074,0.00770025
1763712611,11:30:10,0.00589210,0.00652978,0.00477673,0.00670166,0.00622374,0.00575165,0.00548133,0.00634323
1763712621,11:30:20,0.00600699,0.00585052,0.00478348,0.00604644,0.00567127,0.00459900,0.00526579,0.00611026
1763712631,11:30:30,0.00541929,0.00548336,0.00478031,0.00546701,0.00536290,0.00461433,0.00467500,0.00594561
1763712641,11:30:40,0.00523110,0.00585197,0.00477209,0.00554408,0.00486425,0.00489635,0.00457463,0.00588413
1763712651,11:30:50,0.00485243,0.00520888,0.00425581,0.00488434,0.00477988,0.00407007,0.00451445,0.00498077
1763712661,11:31:00,0.00479836,0.00485923,0.00394266,0.00524152,0.00465645,0.00423734,0.00407608,0.00534843
1763712671,11:31:10,0.00480977,0.00391212,0.00412069,0.00440762,0.00439082,0.00416866,0.00416310,0.00502883
1763712681,11:31:20,0.00476871,0.00442122,0.00457854,0.00452574,0.00468498,0.00397480,0.00397430,0.00537970
1763712691,11:31:30,0.00460492,0.00493205,0.00416016,0.00424987,0.00422815,0.00400870,0.00396516,0.00497625
1763712701,11:31:40,0.00435074,0.00439445,0.00407311,0.00415985,0.00417031,0.00410936,0.00393487,0.00455365
1763712711,11:31:50,0.00458187,0.00476405,0.00376744,0.00442506,0.00379951,0.00374579,0.00374292,0.00410796
1763712721,11:32:00,0.00444645,0.00489118,0.00356755,0.00472826,0.00392009,0.00363736,0.00390121,0.00456607
1763712731,11:32:10,0.00436922,0.00507826,0.00393555,0.00434956,0.00391694,0.00343322,0.00351860,0.00413182
1763712741,11:32:20,0.00427327,0.00448719,0.00401894,0.00417223,0.00379213,0.00371461,0.00380666,0.00480054
1763712751,11:32:30,0.00407353,0.00423396,0.00363740,0.00391563,0.00393069,0.00378269,0.00358079,0.00453701
1763712761,11:32:40,0.00400760,0.00441421,0.00350714,0.00379775,0.00370819,0.00356305,0.00377906,0.00420103
1763712771,11:32:50,0.00443134,0.00457543,0.00402782,0.00388609,0.00386354,0.00390824,0.00359016,0.00438042
1763712781,11:33:00,0.00422743,0.00468756,0.00375381,0.00345070,0.00369613,0.00363920,0.00377682,0.00464041
1763712791,11:33:10,0.00404880,0.00437647,0.00357945,0.00391106,0.00393257,0.00370048,0.00344006,0.00474411
1763712801,11:33:20,0.00400862,0.00423789,0.00269974,0.00387226,0.00382095,0.00362709,0.00317883,0.00425821
1763712811,11:33:30,0.00407136,0.00438489,0.00315351,0.00364759,0.00369578,0.00370048,0.00357669,0.00438601
1763712821,11:33:40,0.00396648,0.00422402,0.00338482,0.00361503,0.00334875,0.00339410,0.00344735,0.00438514
1763712831,11:33:50,0.00425385,0.00462336,0.00339108,0.00353202,0.00361846,0.00364912,0.00336808,0.00424426
1763712841,11:34:00,0.00389260,0.00432428,0.00290406,0.00369852,0.00353976,0.00341411,0.00332067,0.00472056
1763712851,11:34:10,0.00380705,0.00378047,0.00358488,0.00356223,0.00345211,0.00340877,0.00332585,0.00462457
1763712861,11:34:20,0.00361235,0.00414387,0.00315871,0.00341058,0.00355481,0.00301322,0.00338206,0.00407928
1763712871,11:34:30,0.00379387,0.00436288,0.00375712,0.00350392,0.00347437,0.00307653,0.00297753,0.00448741
1763712881,11:34:40,0.00388969,0.00402212,0.00315384,0.00357761,0.00370424,0.00351567,0.00299977,0.00441909
1763712891,11:34:50,0.00411636,0.00410744,0.00342003,0.00330310,0.00368331,0.00323170,0.00333371,0.00408242
1763712901,11:35:00,0.00377515,0.00400493,0.00369360,0.00332403,0.00358614,0.00332085,0.00338063,0.00468861
1763712911,11:35:10,0.00385813,0.00394832,0.00304165,0.00351551,0.00341659,0.00334684,0.00310108,0.00447786
1763712921,11:35:20,0.00376380,0.00415162,0.00336104,0.00370192,0.00351599,0.00294021,0.00319238,0.00427916
1763712931,11:35:30,0.00374440,0.00339016,0.00356961,0.00351147,0.00369227,0.00332448,0.00293125,0.00429351
1763712941,11:35:40,0.00377097,0.00339185,0.00321068,0.00351296,0.00336415,0.00290478,0.00291906,0.00417647
1763712951,11:35:50,0.00369396,0.00387236,0.00310166,0.00345281,0.00370602,0.00301207,0.00296222,0.00437507
1763712961,11:36:00,0.00377692,0.00365567,0.00284332,0.00361034,0.00312672,0.00289886,0.00307032,0.00408995
1763712971,11:36:10,0.00353662,0.00374946,0.00349438,0.00335753,0.00315341,0.00342371,0.00299510,0.00458967
1763712981,11:36:20,0.00361573,0.00397407,0.00319754,0.00326810,0.00314978,0.00321441,0.00297951,0.00419986
1763712991,11:36:30,0.00365361,0.00384925,0.00317182,0.00325968,0.00331833,0.00343355,0.00298232,0.00413271
1763713001,11:36:40,0.00379933,0.00357334,0.00341855,0.00300672,0.00325790,0.00267511,0.00292156,0.00379844
1763713011,11:36:50,0.00374496,0.00424923,0.00315224,0.00348649,0.00320653,0.00337203,0.00288926,0.00396650
1763713021,11:37:00,0.00374384,0.00390822,0.00303154,0.00304059,0.00319085,0.00330047,0.00286982,0.00426328
1763713031,11:37:10,0.00373600,0.00343409,0.00297719,0.00321912,0.00335747,0.00300933,0.00290288,0.00391533
1763713041,11:37:20,0.00370901,0.00339894,0.00253531,0.00307260,0.00321396,0.00314613,0.00299152,0.00409083
1763713051,11:37:30,0.00371229,0.00354106,0.00275048,0.00329982,0.00322509,0.00270295,0.00296434,0.00374905
1763713061,11:37:40,0.00342191,0.00304104,0.00292010,0.00339103,0.00342496,0.00307655,0.00295590,0.00365327
1763713071,11:37:50,0.00359142,0.00365346,0.00305534,0.00362230,0.00338229,0.00254357,0.00284757,0.00363356
1763713081,11:38:00,0.00376151,0.00383901,0.00276812,0.00305398,0.00302768,0.00314822,0.00283034,0.00353814
1763713091,11:38:10,0.00356254,0.00361298,0.00327696,0.00333020,0.00306316,0.00312848,0.00271823,0.00389270
1763713101,11:38:20,0.00389390,0.00326312,0.00286542,0.00295287,0.00299921,0.00281353,0.00274111,0.00372355
1763713111,11:38:30,0.00342555,0.00352230,0.00309844,0.00322489,0.00296545,0.00312296,0.00279571,0.00420788
1763713121,11:38:40,0.00353427,0.00390642,0.00335269,0.00297752,0.00338741,0.00332396,0.00284856,0.00356775
1763713131,11:38:50,0.00348354,0.00381024,0.00282339,0.00295716,0.00290049,0.00295808,0.00278414,0.00377246
1763713141,11:39:00,0.00359414,0.00320978,0.00266417,0.00333228,0.00311567,0.00298109,0.00283187,0.00389337
1763713151,11:39:10,0.00349703,0.00317464,0.00317282,0.00307209,0.00331210,0.00312618,0.00281280,0.00390886
1763713161,11:39:20,0.00349148,0.00380767,0.00256222,0.00315597,0.00308169,0.00279147,0.00277604,0.00341515
1763713171,11:39:30,0.00355477,0.00348756,0.00309355,0.00304826,0.00331630,0.00265467,0.00271412,0.00385280
1763713181,11:39:40,0.00352122,0.00382788,0.00271418,0.00332192,0.00297114,0.00291957,0.00276785,0.00347049
1763713191,11:39:50,0.00350776,0.00407794,0.00244624,0.00304160,0.00296224,0.00325516,0.00265398,0.00382004
1763713201,11:40:00,0.00355674,0.00325233,0.00329846,0.00297151,0.00295880,0.00299046,0.00275671,0.00371436
1763713211,11:40:10,0.00341666,0.00351632,0.00322718,0.00304240,0.00274646,0.00313684,0.00276491,0.00382004
1763713221,11:40:20,0.00339654,0.00297584,0.00307965,0.00280664,0.00314687,0.00306914,0.00268536,0.00412861
1763713231,11:40:30,0.00350082,0.00321848,0.00310646,0.00308361,0.00356154,0.00254739,0.00252707,0.00422344
1763713241,11:40:40,0.00347587,0.00330564,0.00315650,0.00298368,0.00314498,0.00270179,0.00280535,0.00398929
1763713251,11:40:50,0.00354363,0.00334690,0.00265952,0.00269974,0.00311973,0.00287150,0.00269057,0.00386753
1763713261,11:41:00,0.00361283,0.00315116,0.00257647,0.00289657,0.00328068,0.00303863,0.00270881,0.00359323
1763713271,11:41:10,0.00328729,0.00383607,0.00291230,0.00300121,0.00282886,0.00310777,0.00280506,0.00410483
1763713281,11:41:20,0.00348700,0.00355422,0.00247820,0.00284587,0.00278889,0.00275017,0.00262153,0.00343393
1763713291,11:41:30,0.00338688,0.00348404,0.00297954,0.00304558,0.00309272,0.00286083,0.00265733,0.00388383
1763713301,11:41:40,0.00343567,0.00330581,0.00300851,0.00284338,0.00287189,0.00266314,0.00255274,0.00372125
1763713311,11:41:50,0.00332098,0.00327154,0.00304312,0.00271253,0.00279058,0.00297783,0.00275467,0.00365586
1763713321,11:42:00,0.00328342,0.00354294,0.00285633,0.00270947,0.00306918,0.00312487,0.00263373,0.00361110
1763713331,11:42:10,0.00342267,0.00343538,0.00290998,0.00286744,0.00288394,0.00292889,0.00256519,0.00389886
1763713341,11:42:20,0.00332178,0.00318371,0.00294393,0.00301234,0.00294805,0.00243252,0.00261318,0.00329748
1763713351,11:42:30,0.00341144,0.00342304,0.00281670,0.00273482,0.00301991,0.00276527,0.00246897,0.00359501
1763713361,11:42:40,0.00337935,0.00338692,0.00316553,0.00316543,0.00292601,0.00299546,0.00271338,0.00312100
1763713371,11:42:50,0.00336027,0.00319158,0.00298184,0.00263586,0.00291479,0.00261982,0.00274018,0.00380030
1763713381,11:43:00,0.00323129,0.00345464,0.00251038,0.00281411,0.00292527,0.00268644,0.00251318,0.00358256
1763713391,11:43:10,0.00319612,0.00307843,0.00299790,0.00314175,0.00308086,0.00269975,0.00262820,0.00382326
1763713401,11:43:20,0.00333939,0.00304767,0.00289610,0.00302920,0.00255368,0.00262394,0.00254265,0.00336234
1763713411,11:43:30,0.00331408,0.00302816,0.00297774,0.00273600,0.00321387,0.00264062,0.00260565,0.00353436
1763713421,11:43:40,0.00327586,0.00360617,0.00248016,0.00269835,0.00292410,0.00258533,0.00270957,0.00344238
1763713431,11:43:50,0.00346942,0.00343061,0.00264177,0.00274823,0.00290222,0.00264872,0.00252671,0.00352797
1763713441,11:44:00,0.00326247,0.00338269,0.00237950,0.00288981,0.00313675,0.00267790,0.00255381,0.00318347
1763713451,11:44:10,0.00322278,0.00357649,0.00265559,0.00262597,0.00298066,0.00283910,0.00260438,0.00364135
1763713461,11:44:20,0.00347435,0.00359855,0.00296851,0.00285743,0.00281430,0.00280035,0.00258415,0.00396076
1763713471,11:44:30,0.00293119,0.00298180,0.00258110,0.00275940,0.00286363,0.00269613,0.00258344,0.00339628
1763713481,11:44:40,0.00338225,0.00316350,0.00220681,0.00258129,0.00264532,0.00256349,0.00253703,0.00358072
1763713491,11:44:50,0.00329670,0.00308034,0.00276524,0.00265692,0.00272048,0.00246226,0.00263674,0.00358541
1763713501,11:45:00,0.00323316,0.00279734,0.00244052,0.00250549,0.00277726,0.00281675,0.00242373,0.00327050
1763713511,11:45:10,0.00319990,0.00335549,0.00263974,0.00278599,0.00292868,0.00266149,0.00249825,0.00356968
1763713521,11:45:20,0.00322041,0.00304777,0.00290084,0.00269980,0.00262218,0.00244142,0.00248151,0.00327679
1763713531,11:45:30,0.00323821,0.00308655,0.00278401,0.00292460,0.00282572,0.00273653,0.00249926,0.00386462
1763713541,11:45:40,0.00326064,0.00310370,0.00216605,0.00263036,0.00300041,0.00268623,0.00253975,0.00374735
1763713551,11:45:50,0.00315042,0.00270083,0.00265735,0.00267355,0.00271746,0.00288553,0.00251003,0.00366531
1763713561,11:46:00,0.00334596,0.00276799,0.00278897,0.00272757,0.00275957,0.00284617,0.00255634,0.00322728
1763713571,11:46:10,0.00311741,0.00323754,0.00261213,0.00256695,0.00321165,0.00269729,0.00260503,0.00396449
