Timestamp,Yellow,Ultraviolet,Infrared,Red,Green,Blue,Transparent,Violet
2025-12-23 23:11:57,0.411559284,0.564881887,0.520047483,0.524867658,0.456901163,0.468492725,0.503817084,0.447448597
2025-12-23 23:12:37,0.425368338,0.565387143,0.525712531,0.542523114,0.459133841,0.490067406,0.50214824,0.444926348
2025-12-23 23:12:47,0.4412378,0.585531095,0.500217786,0.543724852,0.437492993,0.490080741,0.501887678,0.445038114
2025-12-23 23:12:57,0.448047697,0.556398769,0.507400745,0.552851476,0.467952084,0.497259925,0.507259255,0.455764227
2025-12-23 23:13:07,0.435555656,0.578468436,0.503870303,0.550215359,0.468066501,0.499404089,0.508518114,0.454789065
2025-12-23 23:13:17,0.454423092,0.535039495,0.502638628,0.556953237,0.474883216,0.499268385,0.511538843,0.456176988
2025-12-23 23:13:27,0.451767609,0.519098067,0.496452484,0.563753129,0.488126478,0.497141395,0.515117415,0.470736851
2025-12-23 23:13:37,0.456574371,0.508569716,0.492494427,0.581980797,0.494510293,0.503369745,0.510046725,0.475990115
2025-12-23 23:13:47,0.46496786,0.505658073,0.488697669,0.575652696,0.494758349,0.49934342,0.523924088,0.488663594
2025-12-23 23:14:27,0.48333291,0.473401091,0.475595364,0.58215646,0.528534789,0.514539448,0.55224695,0.520918117
2025-12-23 23:14:37,0.488554073,0.480139486,0.474196238,0.573637553,0.530723408,0.502303324,0.540193332,0.537012481
2025-12-23 23:14:47,0.486486648,0.463570095,0.46585521,0.586090978,0.547396051,0.49244386,0.546297618,0.537267631
2025-12-23 23:14:57,0.490978072,0.467169915,0.46792748,0.584222397,0.549022303,0.495796195,0.558308989,0.540579848
2025-12-23 23:15:07,0.489551019,0.474294385,0.452047289,0.582359066,0.543151506,0.4964538,0.554495099,0.538551086
2025-12-23 23:15:17,0.498284307,0.475938173,0.445920532,0.576532403,0.542453308,0.49190093,0.551733392,0.541957573
2025-12-23 23:15:27,0.485993363,0.477713626,0.456982148,0.570988976,0.54527362,0.496902009,0.556825401,0.538152516
2025-12-23 23:15:37,0.48709914,0.491424455,0.451930873,0.564150103,0.543753863,0.483033616,0.555419177,0.534043827
2025-12-23 23:15:47,0.495207161,0.49229596,0.452500813,0.571708571,0.544176256,0.481910622,0.556285932,0.53069441
2025-12-23 23:15:57,0.490450682,0.503131211,0.440448657,0.568431641,0.547295097,0.449963221,0.563796979,0.5229414
2025-12-23 23:16:07,0.487785926,0.517170073,0.446835102,0.561803663,0.542693269,0.480430671,0.562218663,0.512910993
2025-12-23 23:16:17,0.486966867,0.526116884,0.455564046,0.551361362,0.534144721,0.47653178,0.553304836,0.516046619
2025-12-23 23:16:27,0.479409136,0.526993054,0.45440447,0.556368806,0.536811588,0.475161699,0.558369407,0.50441164
2025-12-23 23:16:37,0.47212445,0.540010009,0.444593653,0.552533212,0.527613923,0.456937624,0.551995618,0.495133564
2025-12-23 23:16:47,0.465121933,0.555472018,0.447641752,0.546425683,0.534644534,0.467440671,0.547472614,0.477264516
2025-12-23 23:16:57,0.46534745,0.554376936,0.443049608,0.539302285,0.511084148,0.457320811,0.551111974,0.467136229
2025-12-23 23:17:07,0.459881663,0.566160388,0.458762693,0.533707918,0.499772885,0.45490029,0.511272557,0.452136525
2025-12-23 23:17:17,0.436186069,0.576760343,0.455799872,0.53434963,0.496259642,0.448686878,0.548201899,0.480168423
