Timestamp,DateTime,TEC1_Gain16(V),TEC1_Gain8(V),TEC1_Gain4(V),TEC1_Gain2(V),TEC1_Gain1(V),TEC1_Optimal(V),TEC1_OptimalGain,TEC2_Gain16(V),TEC2_Gain8(V),TEC2_Gain4(V),TEC2_Gain2(V),TEC2_Gain1(V),TEC2_Optimal(V),TEC2_OptimalGain,TEC3_Gain16(V),TEC3_Gain8(V),TEC3_Gain4(V),TEC3_Gain2(V),TEC3_Gain1(V),TEC3_Optimal(V),TEC3_OptimalGain,TEC4_Gain16(V),TEC4_Gain8(V),TEC4_Gain4(V),TEC4_Gain2(V),TEC4_Gain1(V),TEC4_Optimal(V),TEC4_OptimalGain,TEC5_Gain16(V),TEC5_Gain8(V),TEC5_Gain4(V),TEC5_Gain2(V),TEC5_Gain1(V),TEC5_Optimal(V),TEC5_OptimalGain,TEC6_Gain16(V),TEC6_Gain8(V),TEC6_Gain4(V),TEC6_Gain2(V),TEC6_Gain1(V),TEC6_Optimal(V),TEC6_OptimalGain,TEC7_Gain16(V),TEC7_Gain8(V),TEC7_Gain4(V),TEC7_Gain2(V),TEC7_Gain1(V),TEC7_Optimal(V),TEC7_OptimalGain,TEC8_Gain16(V),TEC8_Gain8(V),TEC8_Gain4(V),TEC8_Gain2(V),TEC8_Gain1(V),TEC8_Optimal(V),TEC8_OptimalGain
1764404230.9164536,2025-11-29 16:17:10,0.000625000,0.000500000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.001875000,0.002000000,0.002000000,0.002000000,0.002000000,0.001875000,16,0.000007813,0.000000000,0.000000000,-0.000125000,0.000000000,0.000007813,16,-0.000007813,0.000000000,0.000093750,-0.000562500,0.000750000,-0.000007813,16,0.001203125,0.001203125,0.001187500,0.001187500,0.001125000,0.001203125,16,0.002273437,0.002265625,0.002281250,0.002250000,0.002250000,0.002273437,16,0.000617188,0.000609375,0.000625000,0.000625000,0.000625000,0.000617188,16,0.001742188,0.001750000,0.001750000,0.001750000,0.001750000,0.001742188,16
1764404241.830644,2025-11-29 16:17:21,0.000625000,0.000750000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.002000000,0.002000000,0.002000000,0.002000000,0.002000000,0.002000000,16,0.000000000,0.000000000,0.000000000,-0.000062500,0.000000000,0.000000000,16,0.000007813,0.000015625,0.000093750,0.000000000,0.000000000,0.000007813,16,0.001218750,0.001218750,0.001218750,0.001187500,0.001250000,0.001218750,16,0.002312500,0.002312500,0.002312500,0.002312500,0.002250000,0.002312500,16,0.000640625,0.000640625,0.000656250,0.000625000,0.000625000,0.000640625,16,0.001718750,0.001718750,0.001718750,0.001750000,0.001750000,0.001718750,16
1764404252.700877,2025-11-29 16:17:32,0.000625000,0.000750000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.002000000,0.002000000,0.002000000,0.002000000,0.002000000,0.002000000,16,0.000007813,0.000000000,0.000031250,0.000000000,0.000000000,0.000007813,16,0.000007813,0.000015625,0.000031250,0.000000000,0.000000000,0.000007813,16,0.001125000,0.001125000,0.001125000,0.001125000,0.001125000,0.001125000,16,0.002125000,0.002140625,0.002156250,0.002125000,0.002125000,0.002125000,16,0.000593750,0.000609375,0.000593750,0.000625000,0.000625000,0.000593750,16,0.001539063,0.001546875,0.001531250,0.001562500,0.001500000,0.001539063,16
1764404334.2083826,2025-11-29 16:18:54,0.000625000,0.000750000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.001875000,0.002000000,0.002000000,0.002000000,0.002000000,0.001875000,16,-0.000304687,0.000000000,0.000000000,0.000125000,-0.000250000,-0.000304687,16,0.000000000,0.000000000,-0.000093750,0.000125000,0.000250000,0.000000000,16,0.001195312,0.001203125,0.001187500,0.001187500,0.001125000,0.001195312,16,0.002093750,0.002078125,0.002093750,0.002062500,0.002125000,0.002093750,16,0.000625000,0.000625000,0.000625000,0.000625000,0.000625000,0.000625000,16,0.001578125,0.001578125,0.001562500,0.001562500,0.001500000,0.001578125,16
1764404345.1373577,2025-11-29 16:19:05,0.000625000,0.000500000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.001875000,0.001750000,0.002000000,0.002000000,0.002000000,0.001875000,16,0.000000000,0.000000000,0.000031250,-0.000250000,0.000250000,0.000000000,16,0.000007813,0.000000000,-0.000125000,-0.000250000,0.000250000,0.000007813,16,0.001101563,0.001093750,0.001093750,0.001062500,0.001125000,0.001101563,16,0.001960938,0.001968750,0.001968750,0.002000000,0.002000000,0.001960938,16,0.000578125,0.000578125,0.000593750,0.000562500,0.000625000,0.000578125,16,0.001437500,0.001437500,0.001437500,0.001437500,0.001375000,0.001437500,16
1764404356.0872416,2025-11-29 16:19:16,0.000625000,0.000500000,0.000500000,0.001000000,0.000000000,0.000625000,16,0.001750000,0.001750000,0.001500000,0.002000000,0.002000000,0.001750000,16,-0.000304687,0.000000000,-0.000062500,0.000000000,0.000000000,-0.000304687,16,-0.000007813,0.000000000,-0.000125000,-0.000187500,0.000125000,-0.000007813,16,0.001078125,0.001078125,0.001062500,0.001062500,0.001125000,0.001078125,16,0.001851563,0.001843750,0.001843750,0.001875000,0.001875000,0.001851563,16,0.000554688,0.000562500,0.000562500,0.000562500,0.000625000,0.000554688,16,0.001382812,0.001390625,0.001375000,0.001375000,0.001375000,0.001382812,16
1764404366.9990864,2025-11-29 16:19:26,0.000500000,0.000500000,0.000500000,0.001000000,0.000000000,0.000500000,16,0.001750000,0.001750000,0.001500000,0.002000000,0.002000000,0.001750000,16,0.000000000,0.000000000,0.000062500,-0.000062500,-0.000125000,0.000000000,16,-0.000007813,0.000000000,0.000000000,0.000062500,0.000000000,-0.000007813,16,0.000851562,0.000859375,0.000843750,0.000875000,0.000875000,0.000851562,16,0.001773438,0.001781250,0.001781250,0.001750000,0.001750000,0.001773438,16,0.000421875,0.000421875,0.000437500,0.000375000,0.000375000,0.000421875,16,0.001328125,0.001328125,0.001312500,0.001375000,0.001375000,0.001328125,16
1764404377.8589284,2025-11-29 16:19:37,0.000500000,0.000500000,0.000500000,0.000000000,0.000000000,0.000500000,16,0.001750000,0.001750000,0.002000000,0.002000000,0.002000000,0.001750000,16,0.000000000,0.000015625,0.000031250,0.000062500,0.000000000,0.000000000,16,0.000015625,0.000015625,-0.000093750,0.000062500,0.000125000,0.000015625,16,0.001093750,0.001093750,0.001093750,0.001125000,0.001125000,0.001093750,16,0.001976563,0.001984375,0.002000000,0.001937500,0.002000000,0.001976563,16,0.000531250,0.000531250,0.000531250,0.000500000,0.000500000,0.000531250,16,0.001523438,0.001515625,0.001500000,0.001500000,0.001500000,0.001523438,16
1764404388.6910377,2025-11-29 16:19:48,0.000500000,0.000500000,0.000500000,0.000000000,0.000000000,0.000500000,16,0.001625000,0.001500000,0.001500000,0.002000000,0.002000000,0.001625000,16,-0.000312500,0.000000000,0.000000000,-0.000062500,0.000000000,-0.000312500,16,0.000007813,0.000000000,0.000031250,0.000000000,0.000250000,0.000007813,16,0.000960937,0.000953125,0.000937500,0.000937500,0.001000000,0.000960937,16,0.001468750,0.001468750,0.001468750,0.001500000,0.001375000,0.001468750,16,0.000390625,0.000390625,0.000406250,0.000375000,0.000375000,0.000390625,16,0.000968750,0.000968750,0.000968750,0.001000000,0.001000000,0.000968750,16
1764404399.5695882,2025-11-29 16:19:59,0.000500000,0.000500000,0.000500000,0.001000000,0.000000000,0.000500000,16,0.001625000,0.001750000,0.001500000,0.002000000,0.002000000,0.001625000,16,0.000000000,0.000000000,-0.000031250,-0.000062500,0.000000000,0.000000000,16,0.000000000,-0.000015625,-0.000031250,0.000000000,0.000250000,0.000000000,16,0.000945312,0.000937500,0.000968750,0.000937500,0.001000000,0.000945312,16,0.001523438,0.001515625,0.001531250,0.001500000,0.001500000,0.001523438,16,0.000460938,0.000468750,0.000437500,0.000500000,0.000500000,0.000460938,16,0.001093750,0.001093750,0.001093750,0.001062500,0.001125000,0.001093750,16
